0.272727272727,11.0,1.0,3.0,7.0
0.0,13.0,3.0,4.0,6.0
0.733333333333,15.0,5.0,13.0,32.0
0.705882352941,85.0,6.0,14.0,35.0
1.0,14.0,10.0,23.0,50.0
0.980392156863,51.0,2.0,23.0,60.0
0.938775510204,49.0,3.0,14.0,22.0
0.693181818182,88.0,8.0,17.0,33.0
1.0,16.0,6.0,25.0,45.0
0.686274509804,51.0,0.0,0.0,2.0
0.75,12.0,7.0,10.0,31.0
0.9375,16.0,1.0,10.0,21.0
0.925925925926,27.0,2.0,19.0,63.0
0.342105263158,39.0,15.0,46.0,77.0
0.153846153846,78.0,6.0,38.0,68.0
0.840336134454,119.0,0.0,0.0,0.0
0.166666666667,6.0,4.0,7.0,17.0
0.909090909091,22.0,0.0,0.0,1.0
0.866666666667,15.0,8.0,22.0,38.0
0.666666666667,12.0,4.0,5.0,13.0
0.96875,32.0,0.0,2.0,7.0
0.95,40.0,1.0,5.0,15.0
0.19512195122,41.0,0.0,3.0,8.0
0.764705882353,34.0,1.0,9.0,30.0
0.806451612903,31.0,3.0,8.0,21.0
0.92,25.0,2.0,5.0,17.0
1.0,12.0,1.0,12.0,32.0
0.76,25.0,6.0,21.0,37.0
1.0,5.0,6.0,28.0,46.0
0.84375,32.0,3.0,14.0,27.0
0.975,40.0,2.0,10.0,21.0
0.170731707317,41.0,0.0,7.0,26.0
0.818181818182,33.0,3.0,13.0,29.0
0.928571428571,126.0,2.0,13.0,35.0
0.954545454545,22.0,4.0,14.0,36.0
0.878571428571,141.0,4.0,7.0,17.0
0.906976744186,43.0,0.0,2.0,8.0
0.923076923077,13.0,2.0,19.0,58.0
0.0,14.0,1.0,1.0,2.0
0.904761904762,21.0,3.0,14.0,28.0
0.892857142857,29.0,1.0,12.0,31.0
0.9,10.0,8.0,28.0,44.0
1.0,11.0,0.0,3.0,11.0
0.6,5.0,2.0,13.0,49.0
0.9,10.0,3.0,5.0,9.0
1.0,7.0,2.0,12.0,25.0
0.228070175439,57.0,1.0,11.0,50.0
0.0,10.0,2.0,14.0,21.0
0.950819672131,61.0,1.0,13.0,35.0
0.913043478261,23.0,0.0,2.0,9.0
0.972222222222,36.0,1.0,4.0,12.0
1.0,8.0,0.0,2.0,11.0
0.761904761905,21.0,1.0,15.0,17.0
0.857142857143,7.0,0.0,3.0,22.0
0.9,10.0,9.0,29.0,47.0
0.904761904762,21.0,12.0,32.0,57.0
0.5,2.0,3.0,14.0,29.0
0.8,75.0,4.0,20.0,45.0
0.931034482759,58.0,12.0,34.0,53.0
0.90243902439,41.0,9.0,29.0,46.0
0.84375,96.0,11.0,32.0,49.0
0.84375,64.0,8.0,28.0,43.0
0.894736842105,19.0,9.0,29.0,45.0
0.161290322581,62.0,8.0,27.0,44.0
0.847826086957,46.0,1.0,1.0,1.0
0.0555555555556,18.0,1.0,11.0,19.0
0.114285714286,35.0,1.0,7.0,26.0
0.848837209302,86.0,1.0,6.0,18.0
0.0,23.0,0.0,1.0,2.0
0.852713178295,129.0,1.0,3.0,15.0
0.763157894737,38.0,1.0,4.0,8.0
1.0,10.0,3.0,19.0,40.0
0.859649122807,57.0,0.0,1.0,4.0
0.827586206897,29.0,0.0,2.0,18.0
0.763157894737,38.0,2.0,15.0,37.0
0.966666666667,60.0,2.0,16.0,28.0
0.933333333333,15.0,2.0,13.0,27.0
0.969696969697,33.0,7.0,17.0,39.0
0.9375,32.0,3.0,9.0,22.0
0.653846153846,26.0,2.0,11.0,35.0
1.0,21.0,0.0,8.0,30.0
0.666666666667,9.0,5.0,14.0,39.0
0.51724137931,29.0,1.0,3.0,3.0
0.947826086957,115.0,5.0,11.0,29.0
0.916666666667,24.0,2.0,16.0,28.0
0.95652173913,23.0,4.0,20.0,32.0
0.931034482759,29.0,2.0,18.0,61.0
1.0,7.0,4.0,14.0,27.0
0.989690721649,97.0,4.0,14.0,37.0
0.96875,32.0,2.0,8.0,22.0
0.93023255814,43.0,5.0,11.0,29.0
0.857142857143,21.0,6.0,16.0,55.0
0.911764705882,34.0,3.0,14.0,29.0
0.988636363636,88.0,6.0,14.0,32.0
0.902654867257,114.0,3.0,10.0,29.0
0.96,25.0,2.0,13.0,30.0
0.474576271186,118.0,0.0,4.0,10.0
0.0181818181818,55.0,0.0,3.0,10.0
0.85,40.0,7.0,12.0,26.0
0.731958762887,97.0,3.0,18.0,32.0
0.818181818182,22.0,2.0,17.0,53.0
0.917525773196,97.0,4.0,15.0,28.0
0.888888888889,9.0,0.0,9.0,30.0
0.571428571429,14.0,5.0,13.0,30.0
0.89552238806,67.0,6.0,12.0,29.0
0.8,10.0,10.0,19.0,33.0
0.0,4.0,0.0,0.0,5.0
0.958333333333,24.0,2.0,14.0,27.0
0.824561403509,57.0,7.0,10.0,26.0
0.878787878788,99.0,2.0,19.0,30.0
0.941176470588,85.0,5.0,15.0,32.0
0.761904761905,42.0,3.0,14.0,29.0
0.875,32.0,2.0,19.0,42.0
0.0217391304348,92.0,2.0,11.0,23.0
0.860759493671,79.0,2.0,14.0,27.0
0.717391304348,46.0,4.0,18.0,33.0
0.914285714286,140.0,4.0,15.0,29.0
0.853333333333,75.0,4.0,13.0,29.0
0.636363636364,22.0,5.0,15.0,33.0
